date_,city_name,order_id,cart_id,dim_customer_key,procured_quantity,unit_selling_price,total_discount_amount,product_id,product_category,age,gender,income_bracket,delivery_time_days,stock_level,total_weighted_landing_price
14-07-2023,Kolkata,9246939,845651,12591,3,615.19,89.77,127055,Clothing,42,Female,Middle,4,65,2319.99
22-02-2025,Chennai,9051405,191013,84422,3,871.26,92.86,263921,Books,41,Blanks,Low,5,604,3958.36
13-11-2023,Delhi,2489333,698893,18529,6,359.66,112.53,783919,Books,34,Blanks,High,6,637,1974.51
20-09-2023,Mumbai,4726579,787456,80030,1,134.08,65.28,322762,Books,19,Blanks,Middle,4,950,1963.5
20-01-2025,Delhi,7619498,244510,18544,7,690.99,187.4,799190,Books,43,Blanks,High,3,252,2799.79
20-02-2024,Mumbai,9971898,600857,61499,8,607.11,184.31,594779,Books,47,Female,Low,5,114,272.04
30-09-2024,Kolkata,4937875,540327,29216,6,941.16,61,542475,Home,54,Female,Middle,5,996,4366.86
27-09-2024,Kolkata,4261361,397149,87533,8,706.16,84.69,738944,Grocery,40,Male,High,9,786,3106.54
04-02-2024,Delhi,3033671,238864,28389,4,896.9,45.71,550442,Clothing,41,Female,Middle,8,290,482.81
25-03-2024,Chennai,8946900,540965,90417,9,176.43,106.51,333473,Clothing,21,Blanks,Low,3,778,944.18
05-09-2023,Hyderabad,6853766,687089,34583,7,575.43,41.73,178901,Electronics,41,Male,Low,4,3,727.95
06-07-2024,Chennai,4328101,870484,60025,5,349.21,198.35,480895,Clothing,39,Female,High,7,243,303.59
18-05-2024,Chennai,5530263,847492,89341,8,720.68,65.41,318082,Electronics,54,Blanks,Middle,7,503,327.94
11-02-2024,Hyderabad,9820954,328946,19716,7,119.64,113.41,448638,Books,46,Male,Middle,5,937,3885.79
19-03-2025,Mumbai,4954908,592071,98633,2,278.19,48.44,533407,Books,46,Blanks,Middle,2,740,3616.85
24-05-2024,Delhi,9466866,492015,59314,6,828.32,150.64,771360,Home,30,Male,High,1,243,2406.41
23-07-2023,Mumbai,1764965,940251,43430,9,193.03,105.38,508400,Electronics,67,Male,High,7,449,1783.77
13-11-2024,Delhi,4032509,981584,71311,2,991.73,145.16,666822,Home,31,Female,Low,2,92,4487.55
28-12-2024,Hyderabad,7830511,371211,94041,5,217.15,71.59,258554,Books,43,Male,Low,8,544,1767.87
26-01-2025,Kolkata,7861376,616838,91821,7,253.75,58.54,162570,Clothing,56,Female,Low,4,121,364.54
11-07-2024,Delhi,4595180,753412,40344,6,334.94,160.15,563308,Home,63,Blanks,Low,3,279,353.25
18-02-2024,Chennai,8803029,470991,34316,3,124.14,124.22,138713,Home,69,Blanks,Low,3,274,1119.94
03-12-2024,Delhi,2865151,163051,83397,2,489.9,105.68,182245,Home,66,Male,Low,1,320,2373.35
11-09-2024,Delhi,2775816,256307,11885,9,483.6,7.72,945504,Books,40,Female,High,1,132,1525.23
14-09-2023,Mumbai,6207196,177019,86615,5,242.02,38.54,574891,Books,56,Blanks,Middle,1,894,2123.58
03-08-2024,Mumbai,1112758,672646,10428,8,191.97,177.91,237111,Grocery,32,Blanks,High,3,600,4864.96
16-12-2024,Delhi,1992866,199953,83151,2,864.87,185.53,321563,Books,19,Blanks,Middle,4,625,4944.78
16-08-2023,Mumbai,8145657,150820,89702,1,117.26,179.52,295610,Clothing,37,Female,High,7,413,4154.4
28-01-2024,Chennai,1397408,577862,20714,5,883.84,21.15,532844,Electronics,29,Female,High,6,784,3261.53
05-08-2023,Hyderabad,9879568,347686,41390,1,822.17,88.16,595883,Books,45,Male,High,7,98,920.38
21-07-2024,Delhi,8803606,141235,25815,3,307.06,52.62,425612,Books,40,Female,High,8,882,555.45
18-12-2023,Delhi,1575495,514714,59885,3,405.52,125.13,576318,Books,29,Female,High,5,586,1424.91
28-12-2023,Hyderabad,9937222,357261,31640,3,760.8,70.75,466107,Books,57,Female,Middle,5,857,4676.85
18-04-2025,Chennai,5666873,445507,13899,5,656.3,69.1,384236,Books,49,Blanks,High,2,852,1519.55
11-07-2023,Kolkata,7380305,949639,14023,3,752.24,30.48,328026,Grocery,18,Female,Middle,6,374,2375
07-07-2024,Bengaluru,1029577,120003,34837,6,750.28,27.48,814869,Clothing,23,Male,Middle,7,962,2454.65
24-08-2024,Chennai,4531803,710375,52187,5,968.03,10.94,754712,Clothing,61,Male,High,6,329,1349.37
19-03-2024,Bengaluru,4957307,742666,93639,4,943.05,194.1,849254,Electronics,23,Male,Middle,3,470,367.98
26-03-2025,Bengaluru,4555922,911232,19290,3,670.34,116.27,726171,Clothing,19,Female,Middle,2,498,1103.17
24-09-2024,Delhi,5892504,308018,95666,2,419.36,157.93,853757,Books,64,Male,High,8,886,3068.6
04-10-2023,Bengaluru,9262992,686719,69776,1,145.86,106.72,428573,Home,61,Blanks,High,4,374,4941.61
22-03-2024,Hyderabad,8185749,297012,28466,4,558.39,61.3,343278,Books,54,Blanks,Middle,2,74,4673.73
14-02-2025,Bengaluru,1682708,306140,33372,9,725.36,116.33,817630,Clothing,55,Male,High,7,844,2106.07
03-07-2024,Delhi,4908133,838600,13074,7,218.25,176.94,647117,Home,55,Blanks,Middle,3,382,4752.88
28-08-2023,Delhi,8575610,808732,68091,7,164.15,37.62,528848,Electronics,39,Blanks,Middle,8,417,4332.68
18-03-2025,Chennai,6557920,501296,37447,9,582.26,65.12,435115,Clothing,27,Female,High,8,132,1539.19
10-10-2024,Chennai,5508192,590535,46550,2,517.98,171.44,835690,Books,33,Female,High,6,91,1479.53
17-01-2024,Bengaluru,8500072,646014,33662,5,252.88,145.95,989567,Electronics,35,Blanks,Low,3,696,4835.74
11-03-2025,Bengaluru,1954517,889100,89740,5,727.8,109.11,258843,Electronics,46,Female,Middle,6,421,416.92
10-04-2024,Chennai,4368568,446605,99953,9,342.05,166.34,309640,Electronics,69,Female,Middle,6,124,4282.45
03-04-2025,Mumbai,7545095,856356,42175,6,429.91,79.77,129517,Electronics,36,Female,Low,5,803,3413.95
22-04-2025,Hyderabad,5191273,315538,73946,5,50.92,143.58,836943,Clothing,19,Blanks,Middle,9,698,949.53
04-01-2025,Mumbai,3729468,738837,82303,2,605.88,16.4,397108,Home,25,Male,Middle,2,238,4320.99
18-09-2024,Delhi,6000850,535521,97861,3,759.53,106.44,967416,Home,50,Female,Middle,8,166,154.88
02-07-2024,Kolkata,9561104,129169,56878,4,529.01,77.91,113455,Home,63,Male,Low,4,652,308.63
10-10-2023,Kolkata,2793898,789981,46519,2,186.85,104.17,281294,Home,51,Female,Low,8,58,1130.13
05-03-2024,Bengaluru,2283140,761793,91166,7,828.91,91.47,326577,Books,48,Blanks,Middle,7,334,4374.51
15-09-2023,Mumbai,5143538,282025,10791,2,536.48,116.72,974820,Books,42,Male,High,5,642,2165.58
22-02-2025,Bengaluru,5584960,287389,86142,2,120.5,25.48,572188,Books,60,Male,High,6,835,2788.62
13-08-2023,Mumbai,8910270,127678,33592,3,506.64,120.99,956190,Grocery,38,Female,High,6,414,138.14
17-04-2025,Delhi,1456101,423173,50609,6,539.62,8.18,268420,Electronics,28,Blanks,Low,8,238,2164.45
16-10-2023,Chennai,6231597,499096,66189,4,692.71,181.36,826221,Home,54,Female,High,9,625,904.16
28-02-2024,Kolkata,6966505,157866,88617,2,624.98,22.16,967377,Grocery,52,Female,Low,5,711,2605.77
26-09-2023,Chennai,2527168,173055,30839,1,267.35,149.44,458643,Clothing,27,Male,Middle,6,415,2759.35
21-10-2023,Delhi,5094276,597189,41374,1,235.27,192.28,237930,Books,59,Male,Middle,4,877,2610.65
04-03-2025,Kolkata,1904378,455600,62245,9,70.41,171.67,476220,Home,25,Blanks,Middle,3,766,1335.85
27-09-2024,Bengaluru,2194205,509354,10407,9,405.08,79.98,431761,Books,42,Blanks,Middle,2,78,1152.45
02-09-2023,Bengaluru,3873407,412733,29573,1,834.66,152.15,137347,Electronics,19,Male,High,9,913,4383.74
11-10-2023,Delhi,4601051,551638,47519,2,798.55,88.15,131105,Clothing,58,Male,Low,1,164,3178.23
10-07-2023,Mumbai,7291191,138451,33697,1,807.71,138.15,302280,Books,54,Male,Low,1,5,414.36
09-08-2023,Mumbai,9820046,580864,16212,2,504.27,147.24,496762,Books,45,Blanks,Middle,1,533,4070.56
24-09-2023,Delhi,8348563,396285,63397,7,930.39,105.56,773461,Home,64,Blanks,Middle,9,278,3480.08
24-10-2023,Delhi,6501993,710395,83457,7,443.34,158.14,127768,Grocery,19,Male,Low,3,708,151.39
08-04-2025,Mumbai,2844556,817897,71546,8,523.45,198.57,282986,Clothing,30,Male,High,6,368,789.62
27-07-2023,Bengaluru,7623162,548207,53609,2,986.6,190.66,889219,Clothing,24,Blanks,High,8,435,1222.97
04-09-2023,Delhi,6528497,378796,97020,8,573.31,47.34,486010,Books,51,Female,Middle,5,745,4995.51
31-12-2023,Delhi,6580968,526062,57137,1,223.09,68.33,172844,Electronics,40,Male,High,8,988,1129.49
23-11-2023,Kolkata,1179411,274827,11255,9,247.48,28.11,697078,Home,43,Female,Low,6,478,2900.4
19-08-2023,Chennai,5841023,437449,95860,7,576.74,29.11,626472,Books,58,Blanks,Low,4,386,2254.87
24-12-2024,Chennai,4882833,757777,48178,3,856.88,94.17,404649,Home,62,Female,High,5,505,486.31
07-05-2024,Bengaluru,5365999,129021,76085,1,164.24,199.17,880833,Grocery,68,Female,Low,5,389,2907.36
23-08-2023,Chennai,7695663,574330,63663,1,308.18,3.99,430785,Electronics,62,Female,High,2,159,616.02
25-03-2024,Delhi,2488633,272905,24000,3,247.97,198.55,716119,Clothing,52,Male,Low,1,908,2306.94
10-12-2023,Kolkata,3775876,257644,84479,2,465.11,31.9,599401,Clothing,53,Blanks,High,3,697,3576.59
30-09-2023,Hyderabad,1995529,401942,51538,8,562.61,179.45,133327,Grocery,33,Male,High,5,213,1310.1
01-10-2024,Bengaluru,5400383,459187,60840,9,168.23,167.79,174431,Clothing,24,Male,High,1,458,1173.01
15-10-2023,Chennai,4675682,718168,71599,6,563.67,34.88,859952,Grocery,52,Female,Low,1,822,3676.59
31-01-2025,Mumbai,1693325,127325,71684,5,480.31,102.34,176601,Books,51,Male,Middle,1,856,3000.78
25-05-2024,Chennai,9490577,969708,15613,3,96.91,164.78,807654,Electronics,63,Female,Middle,7,475,1729.55
14-07-2023,Bengaluru,9237246,297277,29999,1,861.47,11.65,714410,Grocery,18,Male,Low,4,69,2693.65
27-07-2024,Delhi,4927122,832173,23762,6,516.39,61.04,918082,Electronics,36,Male,High,2,132,4872.72
31-07-2023,Hyderabad,3412696,242313,17675,1,988.56,83.32,821202,Grocery,38,Male,High,9,672,4441.97
14-11-2024,Delhi,1506633,615476,62533,8,68.83,91.07,773857,Electronics,22,Female,Middle,6,346,2576.9
08-08-2024,Bengaluru,4179508,863054,92688,1,232.46,62.79,204171,Electronics,67,Blanks,High,9,33,4311.18
17-04-2024,Kolkata,7505978,811101,88281,2,887.94,34.88,515848,Clothing,48,Female,Low,8,289,672.23
15-08-2023,Kolkata,1409581,913872,38836,2,341.4,36.49,420245,Grocery,55,Blanks,Middle,6,862,705.17
23-11-2024,Kolkata,8724583,612611,25812,2,175.55,174.56,219378,Grocery,29,Blanks,High,6,338,3345.53
08-09-2024,Delhi,3067866,972799,35120,6,931.79,30.2,927006,Grocery,26,Blanks,Middle,3,122,681.83
24-04-2024,Chennai,5517330,708411,95712,3,899.62,35.87,811107,Books,67,Blanks,High,7,697,1983.76
18-09-2023,Mumbai,3513953,897183,76512,6,744.86,123.3,396083,Clothing,27,Blanks,Middle,7,542,3513.45
10-02-2024,Hyderabad,7598526,811485,52749,1,745.26,59.03,885064,Grocery,40,Blanks,High,3,251,4481.01
13-08-2023,Kolkata,8214011,965072,37246,3,664.99,67.59,171423,Electronics,49,Male,Middle,9,161,3013.91
03-02-2025,Bengaluru,3598026,135041,16587,1,443.35,122.8,371804,Books,26,Blanks,Middle,2,440,1872.92
24-02-2024,Bengaluru,7879882,660919,70476,5,580.23,194.19,806901,Clothing,61,Female,High,3,363,934.77
23-01-2025,Kolkata,7906148,837037,36478,8,445.45,158.82,730558,Grocery,37,Male,Middle,8,569,4913.01
16-08-2023,Chennai,7923909,286047,65646,4,744.25,6.56,568141,Grocery,18,Male,High,8,110,1048.99
12-03-2024,Bengaluru,2230096,306766,34211,6,228.8,164.44,895777,Clothing,62,Female,Low,5,828,4379.29
05-04-2024,Mumbai,8854306,762369,62222,4,262.14,118.35,589047,Clothing,51,Blanks,Middle,4,78,2180.25
26-04-2025,Bengaluru,2114607,787948,93864,2,374.11,57.33,995280,Clothing,59,Male,Low,6,491,1199.49
03-04-2025,Bengaluru,9956207,613995,37650,8,267.55,170.87,633576,Grocery,49,Male,Low,9,529,3368.72
15-02-2024,Hyderabad,4993638,413815,64685,9,796.98,47.68,493463,Home,52,Female,Middle,6,982,1835.47
22-03-2024,Hyderabad,8403603,727479,24620,1,310.72,27.52,410811,Grocery,30,Female,Low,6,881,4687.26
09-04-2025,Kolkata,1300884,598189,73941,3,184.98,89.91,571272,Grocery,51,Blanks,High,7,197,4351.01
20-02-2024,Delhi,1707076,799285,30710,3,617.8,13.12,846824,Clothing,24,Blanks,Low,9,878,2072.81
02-03-2024,Kolkata,9035960,159831,41186,5,154.09,120.53,481889,Home,21,Blanks,High,8,967,3301.23
20-12-2024,Hyderabad,6868528,568642,69669,3,832.44,164.34,123461,Books,20,Male,Low,4,764,1956.59
15-01-2025,Hyderabad,8337148,610816,21534,6,945.4,174.16,521817,Clothing,34,Blanks,Middle,1,227,4835.01
31-03-2024,Hyderabad,1397679,235034,19504,7,82.99,123.74,682256,Home,57,Male,Middle,6,439,541.36
22-01-2025,Hyderabad,9087159,408413,28800,1,661.28,6.97,754794,Grocery,43,Female,High,9,447,4083.69
24-12-2023,Mumbai,3412960,621695,13316,8,668.01,33.32,363243,Electronics,61,Blanks,Low,8,418,498.24
11-02-2024,Bengaluru,5545611,126027,95060,2,143.56,27.91,374856,Books,56,Female,Middle,9,550,3928.44
01-12-2023,Hyderabad,8936357,368303,74212,8,210.39,22.61,890569,Books,58,Blanks,High,9,332,3025.46
24-08-2024,Delhi,5887942,331123,49055,1,985.3,154.75,803115,Clothing,48,Female,High,9,688,371.89
14-06-2024,Chennai,6298947,461296,24667,8,161.38,75.19,831693,Books,64,Female,Middle,7,843,2781.85
01-04-2025,Kolkata,7964731,775486,46585,1,169.58,89.01,346425,Clothing,36,Female,Middle,6,278,4099.39
28-08-2023,Chennai,2219685,794988,11288,8,134.14,123.2,362223,Grocery,63,Blanks,High,7,476,2829.44
24-11-2023,Delhi,9124085,676285,44853,3,731.08,142.11,655367,Clothing,29,Male,Low,7,650,2791.67
07-09-2024,Bengaluru,6324752,188546,38926,5,432.5,47.39,628285,Books,37,Male,High,3,644,4919.51
18-05-2024,Kolkata,7667193,241246,60987,6,67.74,14.38,459551,Clothing,58,Male,High,8,694,3600.49
28-08-2024,Kolkata,4327495,774098,75039,3,642.21,48.61,581689,Clothing,63,Female,Low,8,147,3341.83
06-03-2025,Hyderabad,2111528,444853,45895,3,358.26,100.06,155392,Home,58,Blanks,High,4,855,2321.49
11-04-2024,Delhi,8250303,420906,54443,9,341.32,15.62,921465,Electronics,31,Blanks,Middle,6,684,4701.26
23-11-2023,Chennai,9302086,718576,77653,9,741.97,190.9,384524,Books,46,Blanks,High,4,209,157.72
23-03-2025,Chennai,9378193,411927,27646,4,617.03,78.53,604540,Books,67,Male,Low,9,304,2235.94
19-08-2023,Mumbai,2148725,549242,60208,1,688.12,167.09,679313,Home,67,Female,High,1,264,1181.55
03-01-2024,Mumbai,9771765,167556,81089,5,890.68,67.79,592301,Home,67,Male,Low,7,878,3196.86
29-03-2025,Mumbai,3039996,454999,66014,3,605.75,12.07,271161,Home,43,Blanks,Middle,4,667,1215.39
23-12-2023,Kolkata,8036625,504240,15994,8,453.12,84.53,991820,Home,43,Male,Low,8,238,3901.13
17-06-2024,Chennai,8999129,832288,26855,8,591.53,179.29,812387,Grocery,37,Female,Low,7,892,1917.59
21-04-2024,Mumbai,4678782,916668,28363,6,142.43,29.02,189007,Clothing,40,Male,Middle,6,252,3131.4
12-12-2024,Chennai,2390657,917198,30712,7,290.14,82.29,581014,Grocery,35,Female,Low,2,402,3547.98
08-07-2023,Mumbai,2875967,159809,53668,5,857.83,189.6,181568,Books,63,Male,High,7,520,3002.33
25-12-2023,Delhi,8270707,428864,11842,9,921.15,131.45,181042,Books,31,Blanks,High,6,798,3022.07
08-08-2024,Mumbai,2173402,337781,99833,3,340.32,101.26,312392,Home,20,Blanks,Middle,1,271,4784.39
10-11-2024,Mumbai,7828877,985813,62499,3,902.91,41.09,240277,Clothing,27,Female,High,6,627,4573.79
11-08-2023,Bengaluru,3842021,545991,55933,9,377.02,114.85,157757,Clothing,35,Male,High,6,884,1883.52
03-12-2023,Chennai,8658454,232971,29269,2,659.83,189.57,546522,Books,28,Male,Low,7,734,1544.57
10-01-2024,Mumbai,7658566,657633,44815,2,511.14,144.98,108686,Clothing,26,Blanks,Middle,3,533,3394.12
29-04-2025,Hyderabad,4441104,732885,43102,9,373.83,19.91,993005,Home,54,Female,Low,2,844,3244.41
28-08-2023,Chennai,4331910,677224,40404,2,135.06,99.16,921130,Grocery,33,Blanks,Low,4,971,3203.16
09-11-2024,Chennai,8120648,290886,33943,3,193.06,131.76,273562,Home,64,Male,High,5,135,1700.71
31-03-2025,Hyderabad,4870740,305926,18878,9,134.5,91.25,343302,Home,62,Blanks,Low,5,335,3736.13
29-07-2024,Bengaluru,1753247,476694,51475,7,829.31,189.04,141212,Home,21,Blanks,Middle,3,188,834.22
17-11-2023,Bengaluru,1375900,437638,84562,9,548.11,130.6,863869,Grocery,57,Male,High,2,726,4025.95
08-12-2023,Chennai,9753365,588578,42338,2,579.18,152.73,800957,Books,60,Male,High,3,946,3677.84
13-03-2025,Hyderabad,9337673,613618,21768,4,384.54,29.51,708444,Grocery,59,Blanks,Low,5,727,2973.04
22-03-2024,Kolkata,9261937,434897,73776,5,940.7,136.57,254919,Electronics,38,Blanks,High,1,724,509.79
25-11-2023,Chennai,5910775,693177,15804,8,427.58,139.77,915849,Electronics,32,Blanks,Middle,4,76,3737.27
20-06-2024,Mumbai,1024782,818533,40848,2,161.1,187.53,751945,Clothing,33,Male,High,6,874,2285.14
27-09-2024,Delhi,1281754,425968,82490,2,232.12,49.16,641522,Clothing,38,Male,Middle,3,527,108.42
29-03-2024,Mumbai,9507235,657994,14235,2,603.41,102.05,783870,Books,44,Male,Low,7,895,4720.02
30-09-2023,Kolkata,2822849,841182,79157,9,769.64,176.83,575573,Electronics,47,Blanks,High,8,395,4746.04
01-04-2024,Hyderabad,3373783,829389,37060,5,948.13,62.07,859231,Home,48,Male,Low,3,206,648.85
27-03-2025,Chennai,1197684,654366,68953,2,702.37,63.32,982930,Home,50,Female,High,4,192,2271.38
14-12-2024,Bengaluru,3273737,475036,35832,1,378.35,22.93,400952,Home,68,Female,Low,3,486,1239.42
23-02-2025,Chennai,3509760,587580,91504,9,343.64,118.75,667024,Grocery,42,Male,Low,4,732,2040.86
25-09-2023,Hyderabad,1254742,414974,35402,4,524.42,188.72,797302,Books,58,Female,Middle,8,351,2363.71
03-03-2025,Bengaluru,6446659,934635,72842,1,324.62,176.56,738192,Grocery,56,Blanks,Low,4,61,2402.68
30-12-2023,Chennai,8311445,168702,31509,6,814.51,159.94,717584,Clothing,33,Blanks,High,4,580,4023.48
07-08-2024,Hyderabad,8694963,462134,61690,1,774.52,44.86,890885,Home,54,Blanks,High,8,107,3900.43
16-11-2023,Hyderabad,4563465,284458,96747,4,115.47,153.83,597136,Books,23,Male,Low,5,29,1587.24
28-09-2024,Hyderabad,6620798,396131,68003,4,929.78,5.46,659114,Home,69,Blanks,High,6,23,412.82
01-10-2024,Chennai,1762564,726432,69541,6,387.44,49.7,161140,Grocery,53,Blanks,Low,6,661,992.13
08-11-2023,Hyderabad,4214502,523821,49849,4,384.87,118.56,208866,Home,53,Male,High,8,955,1381.96
24-09-2024,Bengaluru,6655003,714670,73700,3,275.1,19.95,738793,Grocery,39,Male,Low,2,91,2136.61
16-03-2025,Hyderabad,5530336,459755,18072,8,417.73,118.77,193237,Grocery,26,Blanks,High,7,374,4112.98
04-03-2024,Delhi,9005253,262157,39837,6,437.57,43.94,965337,Clothing,56,Female,Low,1,981,2376.06
25-01-2024,Kolkata,6461471,914137,72988,5,975.37,148.78,934176,Books,39,Female,Middle,9,733,1213.31
15-03-2025,Mumbai,3029845,886429,33063,2,60.92,119.32,567177,Clothing,66,Female,Middle,3,599,675.22
02-04-2025,Kolkata,5973601,447999,50876,2,406.44,113.42,175359,Home,41,Female,Middle,5,338,1741.14
10-03-2025,Kolkata,5381754,455792,88840,8,404.98,32.45,977981,Books,57,Female,High,9,556,616.76
24-08-2023,Delhi,8631820,277488,51049,2,136.88,168.76,146359,Clothing,37,Blanks,High,8,911,2584.16
11-02-2025,Kolkata,5300491,420305,81249,2,671.19,174.81,766447,Grocery,58,Blanks,Low,6,218,2757.73
04-04-2025,Bengaluru,6699868,171217,16842,7,548.4,40.79,436808,Books,65,Male,High,7,596,379.46
16-02-2025,Bengaluru,9613669,451129,62942,3,806.95,143.59,283356,Grocery,20,Blanks,Middle,1,537,3972.19
15-04-2025,Bengaluru,2839444,550825,52392,8,664.06,127.45,283505,Electronics,61,Blanks,High,9,434,1834.43
09-12-2024,Mumbai,8649519,678954,73047,7,413,26.58,960857,Home,44,Blanks,High,2,767,4298.8
21-09-2023,Bengaluru,1058874,409514,58836,5,677.76,133.65,306996,Clothing,42,Female,Middle,8,721,823
04-12-2023,Delhi,9486837,969068,78491,6,964.04,94.1,997701,Grocery,69,Blanks,Low,8,990,2879.59
21-04-2025,Kolkata,9093552,143887,63354,6,935.74,133.56,919229,Clothing,68,Male,Low,6,125,3988.24
19-12-2024,Hyderabad,9836377,574608,54513,5,888.14,142,950051,Grocery,57,Blanks,Middle,4,838,1087.67
07-02-2024,Delhi,5439320,353069,68831,2,377.18,143.63,477887,Home,67,Male,Middle,9,632,3722.39
10-03-2024,Bengaluru,6846658,893568,23144,3,907.63,101.63,236503,Electronics,28,Male,Low,8,211,431.68
03-07-2023,Bengaluru,1621387,173139,32322,1,506.33,197.76,920694,Grocery,55,Female,High,6,545,3313.18
28-01-2024,Bengaluru,9185363,997547,24902,7,269.4,7.16,460824,Clothing,68,Blanks,Middle,7,36,622.94
18-09-2023,Bengaluru,6787579,811393,16263,7,993.16,155.19,421032,Grocery,49,Blanks,Middle,5,306,1812.03
31-01-2025,Chennai,7453516,935104,52931,2,229.15,14.12,110349,Clothing,51,Blanks,High,3,923,423.41
05-06-2024,Chennai,4891306,726200,17305,8,903.75,150.01,672549,Books,18,Blanks,Middle,7,736,3091.4
04-02-2025,Mumbai,5762590,281459,51511,2,645.1,54.06,706968,Electronics,40,Female,Low,2,601,2970.84
13-11-2024,Chennai,1834980,193394,59772,1,474.9,108.2,687830,Books,50,Male,Middle,6,732,123.73
14-12-2024,Hyderabad,3058561,462127,92896,2,912.9,127.18,380687,Electronics,35,Female,Middle,5,216,1074.95
19-03-2024,Kolkata,1289594,590737,61252,8,698.08,5.51,435757,Electronics,44,Male,Low,9,10,576.04
16-03-2025,Kolkata,9907524,288698,38910,3,677.01,174.98,629165,Books,54,Male,High,4,743,3556.37
01-12-2024,Chennai,3051011,727473,98070,7,224.62,100,733918,Grocery,29,Blanks,Middle,6,51,926
03-04-2025,Mumbai,6569810,708368,20007,8,65.13,125.51,355206,Clothing,59,Female,Middle,5,789,744.86
26-08-2024,Kolkata,4104268,121027,35816,8,686.2,135.74,894006,Clothing,19,Blanks,Middle,8,599,3106.46
20-01-2025,Kolkata,5062173,711892,84727,9,116.84,15.93,746927,Home,34,Male,High,8,764,3900.86
25-09-2023,Mumbai,8175206,384374,32703,4,978.83,88.31,115075,Electronics,60,Blanks,Middle,6,75,4511.7
30-07-2023,Delhi,7219293,573845,88036,1,960.09,192.71,714746,Electronics,44,Female,Low,1,13,854.92
03-06-2024,Bengaluru,5677731,440453,52833,8,711.38,122.55,742895,Books,27,Blanks,Low,9,896,3601.39
22-04-2025,Bengaluru,3025714,155961,72346,9,871.75,107.56,805860,Clothing,56,Female,High,1,915,2676.84
30-10-2024,Chennai,8817523,212684,74855,2,742.85,86.8,572787,Grocery,59,Blanks,Middle,5,789,3015.51
27-08-2023,Mumbai,9421328,197705,96261,3,285.38,62.66,701504,Books,50,Blanks,Middle,8,9,4110.5
05-08-2024,Mumbai,7764673,117516,47156,3,,97.55,139478,Clothing,30,Female,Low,8,775,204.9
03-12-2023,Mumbai,6243222,200893,16970,6,644.77,10.18,646033,Home,57,Male,Low,7,326,662.57
01-10-2024,Hyderabad,1607059,961672,21554,3,370.32,154.29,138706,Home,44,Blanks,High,6,677,3563.43
06-01-2025,Mumbai,5679040,777536,36452,2,184.11,177.39,205824,Clothing,40,Blanks,Low,1,908,3778.92
12-04-2025,Bengaluru,3871800,974400,74949,5,638.33,158.2,862348,Books,42,Female,High,4,46,4493.72
15-08-2023,Delhi,8459013,263717,13934,9,142.05,120.5,758250,Grocery,69,Male,High,1,830,2782.76
10-12-2023,Hyderabad,3027109,983550,23953,6,943.47,97.05,436295,Clothing,65,Female,High,8,244,1422.02
02-11-2023,Kolkata,2959019,221779,63822,4,992.98,136.83,681773,Home,52,Male,Middle,3,761,962.05
30-09-2023,Hyderabad,9520258,232854,80955,7,315.43,24.09,286988,Home,55,Male,Low,3,464,3877.94
19-04-2024,Kolkata,8304674,844524,13767,9,575.95,128.81,382023,Home,40,Female,High,5,988,3402.21
06-02-2024,Hyderabad,9948032,532180,66451,4,309.15,164.04,447956,Books,58,Blanks,Middle,4,851,1633.39
18-08-2023,Hyderabad,1044313,398575,75329,6,413.97,157.14,920753,Books,43,Male,Middle,5,1,3748.89
29-11-2024,Kolkata,4104811,412643,32675,9,394.53,82.54,371155,Home,25,Blanks,Middle,8,252,834.66
13-04-2025,Bengaluru,5779953,277234,19599,1,603.5,52.77,240771,Grocery,68,Female,High,9,296,759.52
04-01-2024,Chennai,4022249,232242,55842,5,111.35,143.42,717649,Electronics,28,Female,Middle,1,727,307.41
08-11-2023,Bengaluru,5810395,856457,92757,3,855.78,112.77,317763,Home,37,Male,Middle,7,682,2475.38
26-09-2023,Kolkata,1339787,530003,12695,9,712.96,56.41,913866,Clothing,39,Male,Middle,1,774,4811.6
07-09-2023,Bengaluru,7636615,155215,88522,9,138.5,116.21,920521,Grocery,53,Blanks,Low,7,339,2968.77
19-07-2023,Mumbai,8416673,157125,75502,7,873.4,2.06,872836,Electronics,67,Blanks,Low,7,150,4254.3
02-06-2024,Delhi,5923141,916682,61412,4,108.92,155.61,278665,Books,64,Male,Low,6,393,2630.91
17-07-2023,Bengaluru,6800131,420182,44086,1,743.29,91.54,605859,Home,29,Blanks,High,8,60,2252.92
12-12-2024,Bengaluru,9604706,156561,27892,7,162.56,92.38,854619,Home,36,Female,High,4,273,834.03
15-12-2023,Delhi,6647898,438563,36287,2,672.25,14.55,603133,Grocery,26,Male,High,7,604,1924.95
07-01-2025,Mumbai,6672233,853908,80209,4,229.65,181.46,704024,Clothing,27,Blanks,High,6,807,4564
01-09-2024,Hyderabad,4162702,365027,42697,7,233.36,168.57,250851,Grocery,43,Blanks,Middle,2,479,2081.76
21-07-2024,Bengaluru,6055058,900167,93477,7,89.07,63.36,515475,Books,64,Female,Low,9,210,2316.03
15-08-2024,Kolkata,9981468,723501,56487,3,900.54,76.04,698210,Electronics,18,Female,Middle,4,674,386.12
09-09-2024,Chennai,4168112,235196,93939,5,953.87,106.04,836914,Books,51,Blanks,Low,2,968,2875.48
